,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Year,Announced,ROE,Stock Code,Year
6221,2.63,0.000,1.2909,813.92m,170.16m,3,2019-09-30,2019-12-31,2019-11-20,2.0%,1171,2019
6222,1.66,0.000,1.2625,817.66m,106.23m,2,2019-06-30,2019-12-31,2019-08-30,1.3%,1171,2019
6223,1.31,0.000,1.2364,784.04m,83.83m,1,2019-03-31,2019-12-31,2019-06-24,1.1%,1171,2019
6224,1.88,0.000,1.2505,750.35m,117.96m,4,2018-12-31,2018-12-31,2019-03-01,1.5%,1171,2018
6225,1.97,0.000,1.2418,786.41m,121.96m,3,2018-09-30,2018-12-31,2018-11-13,1.6%,1171,2018
6226,1.39,0.000,1.2198,794.14m,85.69m,2,2018-06-30,2018-12-31,2018-08-17,1.1%,1171,2018
6227,5.33,0.000,1.1696,815.04m,316.79m,1,2018-03-31,2018-12-31,2018-05-28,4.6%,1171,2018
6228,-7.50,0.000,1.6300,344.13m,-31.32m,3,2022-09-30,2022-12-31,2022-11-21,-4.6%,5916,2022
6229,9.40,0.000,1.5700,408.84m,39.45m,2,2022-06-30,2022-12-31,2022-08-04,6.0%,5916,2022
6230,15.30,0.000,1.5700,359.48m,64.34m,1,2022-03-31,2022-12-31,2022-05-18,9.7%,5916,2022
6231,15.30,7.000,1.3800,255.06m,64.07m,4,2021-12-31,2021-12-31,2022-02-18,11.1%,5916,2021
6232,7.00,0.000,1.2100,218.48m,28.94m,3,2021-09-30,2021-12-31,2021-11-12,5.8%,5916,2021
6233,0.70,0.000,1.0900,327.12m,2.93m,2,2021-06-30,2021-12-31,2021-08-06,0.6%,5916,2021
6234,5.50,0.000,1.0600,275.91m,22.12m,1,2021-03-31,2021-12-31,2021-05-07,5.2%,5916,2021
6235,4.00,1.000,0.9900,232.57m,15.86m,4,2020-12-31,2020-12-31,2021-02-19,4.0%,5916,2020
6236,3.10,0.000,0.9100,230.83m,12.54m,3,2020-09-30,2020-12-31,2020-10-30,3.4%,5916,2020
6237,0.20,0.000,0.8900,144.65m,894.00k,2,2020-06-30,2020-12-31,2020-08-07,0.2%,5916,2020
6238,-3.30,0.000,0.8900,205.31m,-13.19m,1,2020-03-31,2020-12-31,2020-06-24,-3.7%,5916,2020
6239,-3.30,2.000,0.9300,182.73m,-13.16m,4,2019-12-31,2019-12-31,2020-02-20,-3.5%,5916,2019
6240,7.60,0.000,0.9600,204.31m,30.55m,3,2019-09-30,2019-12-31,2019-11-11,7.9%,5916,2019
6241,1.90,0.000,0.8900,289.08m,7.48m,2,2019-06-30,2019-12-31,2019-08-08,2.1%,5916,2019
6242,2.20,0.000,0.8900,307.45m,8.60m,1,2019-03-31,2019-12-31,2019-05-03,2.5%,5916,2019
6243,3.90,2.000,0.8700,287.70m,15.59m,4,2018-12-31,2018-12-31,2019-02-22,4.5%,5916,2018
6244,2.90,0.000,0.8300,309.43m,11.66m,3,2018-09-30,2018-12-31,2018-11-14,3.5%,5916,2018
6245,2.50,0.000,2.9100,326.82m,2.46m,2,2018-06-30,2018-12-31,2018-08-10,0.9%,5916,2018
6246,4.60,0.000,2.9300,356.95m,4.58m,1,2018-03-31,2018-12-31,2018-05-08,1.6%,5916,2018
6247,1.23,6.500,0.5885,38.21m,12.27m,3,2022-09-30,2022-12-31,2022-11-23,2.1%,5077,2022
6248,6.11,0.000,0.5641,39.57m,61.07m,2,2022-06-30,2022-12-31,2022-08-26,10.8%,5077,2022
6249,0.84,0.000,0.4799,39.08m,8.44m,1,2022-03-31,2022-12-31,2022-05-27,1.8%,5077,2022
6250,3.19,0.000,0.4663,48.13m,31.90m,4,2021-12-31,2021-12-31,2022-02-23,6.8%,5077,2021
6251,11.36,0.000,0.4332,58.68m,113.58m,3,2021-09-30,2021-12-31,2021-11-22,26.2%,5077,2021
6252,3.21,0.000,0.3228,53.62m,32.06m,2,2021-06-30,2021-12-31,2021-08-13,9.9%,5077,2021
6253,1.50,0.000,0.2954,46.62m,15.01m,1,2021-03-31,2021-12-31,2021-05-19,5.1%,5077,2021
6254,-4.98,0.000,0.2743,41.99m,-49.78m,4,2020-12-31,2020-12-31,2021-02-24,-18.2%,5077,2020
6255,-0.60,0.000,0.3337,42.66m,-5.95m,3,2020-09-30,2020-12-31,2020-11-24,-1.8%,5077,2020
6256,-1.27,0.000,0.3526,39.06m,-12.70m,2,2020-06-30,2020-12-31,2020-08-25,-3.6%,5077,2020
6257,4.77,0.000,0.3645,52.27m,47.65m,1,2020-03-31,2020-12-31,2020-05-19,13.1%,5077,2020
6258,1.17,0.000,0.3548,58.01m,11.68m,4,2019-12-31,2019-12-31,2020-02-25,3.3%,5077,2019
6259,-0.13,0.000,0.3817,67.15m,-1.29m,3,2019-09-30,2019-12-31,2019-11-19,-0.3%,5077,2019
6260,-0.69,0.000,0.3825,68.75m,-6.94m,2,2019-06-30,2019-12-31,2019-08-14,-1.8%,5077,2019
6261,-1.08,0.000,0.3806,64.09m,-10.76m,1,2019-03-31,2019-12-31,2019-05-30,-2.8%,5077,2019
6262,40.64,0.000,0.3931,69.04m,406.44m,4,2018-12-31,2018-12-31,2019-02-25,103.4%,5077,2018
6263,2.30,0.000,0.3895,58.18m,23.02m,3,2018-09-30,2018-12-31,2018-11-28,5.9%,5077,2018
6264,-15.13,0.000,0.3592,57.49m,-151.27m,2,2018-06-30,2018-12-31,2018-08-23,-42.1%,5077,2018
6265,-1.43,0.000,0.5028,54.26m,-14.34m,1,2018-03-31,2018-12-31,2018-05-14,-2.8%,5077,2018
6266,0.68,0.000,0.3100,3.81m,847.00k,1,2022-09-30,2023-06-30,2022-11-23,2.2%,0155,2023
6267,3.25,0.000,0.3000,6.33m,4.00m,4,2022-06-30,2022-06-30,2022-08-30,10.8%,0155,2022
6268,1.60,0.000,27.0000,5.08m,1.96m,3,2022-03-31,2022-06-30,2022-05-23,0.1%,0155,2022
6269,0.83,0.000,25.0000,7.63m,1.01m,2,2021-12-31,2022-06-30,2022-02-16,0.0%,0155,2022
6270,0.20,0.000,0.2421,9.32m,239.00k,1,2021-09-30,2022-06-30,2021-11-30,0.8%,0155,2022
6271,-1.94,0.000,0.1513,-69.00k,-2.11m,4,2021-06-30,2021-06-30,2021-09-23,-12.8%,0155,2021
6272,0.19,0.000,0.1961,1.63m,200.00k,3,2021-03-31,2021-06-30,2021-05-27,1.0%,0155,2021
6273,-1.50,0.000,0.0760,136.00k,-1.55m,2,2020-12-31,2021-06-30,2021-02-18,-19.7%,0155,2021
6274,-0.80,0.000,0.0911,87.00k,-833.00k,1,2020-09-30,2021-06-30,2020-11-30,-8.8%,0155,2021
6275,-5.25,0.000,0.0991,3.00k,-5.44m,4,2020-06-30,2020-06-30,2020-08-21,-53.0%,0155,2020
6276,-1.61,0.000,12.4200,308.00k,-1.66m,3,2020-03-31,2020-06-30,2020-05-22,-0.1%,0155,2020
6277,23.41,0.000,0.3603,4.96m,24.23m,2,2019-12-31,2020-06-30,2020-02-18,65.0%,0155,2020
6278,-0.03,0.000,0.1518,7.85m,-33.00k,1,2019-09-30,2020-06-30,2019-11-19,-0.2%,0155,2020
6279,-1.30,0.000,0.1539,7.02m,-1.34m,4,2019-06-30,2019-06-30,2019-08-27,-8.4%,0155,2019
6280,-0.93,0.000,0.1669,6.61m,-958.00k,3,2019-03-31,2019-06-30,2019-05-24,-5.6%,0155,2019
6281,-0.96,0.000,0.1761,6.93m,-991.00k,2,2018-12-31,2019-06-30,2019-02-22,-5.5%,0155,2019
6282,-0.53,0.000,0.1857,7.17m,-546.00k,1,2018-09-30,2019-06-30,2018-11-19,-2.9%,0155,2019
6283,-1.40,0.000,0.1910,6.31m,-1.46m,4,2018-06-30,2018-06-30,2018-08-24,-7.3%,0155,2018
6284,-1.41,0.000,0.2049,6.56m,-1.46m,3,2018-03-31,2018-06-30,2018-05-24,-6.9%,0155,2018
6285,-0.78,0.000,0.2190,6.91m,-808.00k,2,2017-12-31,2018-06-30,2018-02-26,-3.6%,0155,2018
6286,-0.80,0.000,0.2268,6.38m,-823.00k,1,2017-09-30,2018-06-30,2017-11-22,-3.5%,0155,2018
6287,26.50,10.000,10.3400,564.02m,52.70m,1,2022-09-30,2023-06-30,2022-11-23,2.6%,3867,2023
6288,40.47,0.000,10.0600,612.04m,80.49m,4,2022-06-30,2022-06-30,2022-08-29,4.0%,3867,2022
6289,40.98,25.000,9.9100,611.56m,81.36m,3,2022-03-31,2022-06-30,2022-05-26,4.1%,3867,2022
6290,43.00,0.000,9.4500,608.01m,85.32m,2,2021-12-31,2022-06-30,2022-02-25,4.6%,3867,2022
6291,41.17,10.000,9.0300,584.53m,81.68m,1,2021-09-30,2022-06-30,2021-11-24,4.6%,3867,2022
6292,37.85,0.000,8.5600,537.34m,75.10m,4,2021-06-30,2021-06-30,2021-08-30,4.4%,3867,2021
6293,37.55,20.000,8.3300,526.63m,74.37m,3,2021-03-31,2021-06-30,2021-05-28,4.5%,3867,2021
6294,33.87,0.000,7.8800,483.94m,67.04m,2,2020-12-31,2021-06-30,2021-02-25,4.3%,3867,2021
6295,28.05,10.000,7.6400,440.59m,55.31m,1,2020-09-30,2021-06-30,2020-11-25,3.7%,3867,2021
6296,25.73,0.000,7.2400,405.45m,49.05m,4,2020-06-30,2020-06-30,2020-08-28,3.6%,3867,2020
6297,11.59,17.000,7.1500,376.29m,22.05m,3,2020-03-31,2020-06-30,2020-05-20,1.6%,3867,2020
6298,23.73,0.000,6.9700,413.76m,45.10m,2,2019-12-31,2020-06-30,2020-02-26,3.4%,3867,2020
6299,19.36,10.000,6.8300,369.10m,36.79m,1,2019-09-30,2020-06-30,2019-11-26,2.8%,3867,2020
6300,15.82,0.000,6.6800,345.92m,30.06m,4,2019-06-30,2019-06-30,2019-08-28,2.4%,3867,2019
6301,8.82,17.000,6.7000,330.11m,16.77m,3,2019-03-31,2019-06-30,2019-05-24,1.3%,3867,2019
6302,20.64,0.000,6.5800,398.16m,39.23m,2,2018-12-31,2019-06-30,2019-02-21,3.1%,3867,2019
6303,22.25,10.000,6.4500,413.76m,42.28m,1,2018-09-30,2019-06-30,2018-11-08,3.4%,3867,2019
6304,20.55,0.000,6.2500,393.10m,39.04m,4,2018-06-30,2018-06-30,2018-08-23,3.3%,3867,2018
6305,13.68,19.000,6.2600,366.33m,25.98m,3,2018-03-31,2018-06-30,2018-05-17,2.2%,3867,2018
6306,21.69,0.000,6.1600,395.25m,41.20m,2,2017-12-31,2018-06-30,2018-01-29,3.5%,3867,2018
6307,19.08,10.000,6.0800,387.63m,36.24m,1,2017-09-30,2018-06-30,2017-11-08,3.1%,3867,2018
6308,0.53,0.000,1.0110,860.02m,23.70m,3,2022-09-30,2022-12-31,2022-11-30,0.5%,1651,2022
6309,0.32,0.000,1.0060,700.39m,14.10m,2,2022-06-30,2022-12-31,2022-08-30,0.3%,1651,2022
6310,0.31,0.000,1.0130,810.71m,14.03m,1,2022-03-31,2022-12-31,2022-05-31,0.3%,1651,2022
6311,1.68,1.000,1.0100,858.11m,75.21m,4,2021-12-31,2021-12-31,2022-02-28,1.7%,1651,2021
6312,-0.72,0.000,0.9950,137.88m,-32.16m,3,2021-09-30,2021-12-31,2021-11-26,-0.7%,1651,2021
6313,-0.73,0.000,1.0150,225.75m,-32.42m,2,2021-06-30,2021-12-31,2021-08-30,-0.7%,1651,2021
6314,0.12,0.000,1.0330,226.71m,5.20m,1,2021-03-31,2021-12-31,2021-05-31,0.1%,1651,2021
6315,0.61,1.000,1.0380,308.92m,26.90m,4,2020-12-31,2020-12-31,2021-02-25,0.6%,1651,2020
6316,0.02,0.000,1.0310,297.63m,920.00k,3,2020-09-30,2020-12-31,2020-11-23,0.0%,1651,2020
6317,-4.98,0.000,1.0310,167.18m,-219.61m,2,2020-06-30,2020-12-31,2020-08-28,-4.8%,1651,2020
6318,0.35,0.000,1.0930,425.75m,15.65m,1,2020-03-31,2020-12-31,2020-06-26,0.3%,1651,2020
6319,0.14,1.000,1.0860,471.63m,6.03m,4,2019-12-31,2019-12-31,2020-02-26,0.1%,1651,2019
6320,0.06,0.000,1.0840,372.74m,2.52m,3,2019-09-30,2019-12-31,2019-11-21,0.1%,1651,2019
6321,0.25,0.000,1.1030,240.97m,11.06m,2,2019-06-30,2019-12-31,2019-08-26,0.2%,1651,2019
6322,0.09,0.000,1.1000,234.05m,4.14m,1,2019-03-31,2019-12-31,2019-05-30,0.1%,1651,2019
6323,0.60,1.750,1.1000,374.11m,26.40m,4,2018-12-31,2018-12-31,2019-02-26,0.5%,1651,2018
6324,0.45,0.000,1.0930,663.75m,19.79m,3,2018-09-30,2018-12-31,2018-11-22,0.4%,1651,2018
6325,0.76,0.000,1.1100,405.25m,33.45m,2,2018-06-30,2018-12-31,2018-08-30,0.7%,1651,2018
6326,0.49,0.000,1.1030,427.60m,21.53m,1,2018-03-31,2018-12-31,2018-05-30,0.4%,1651,2018
6327,-2.78,0.000,2.2400,317.00k,-2.09m,1,2022-09-30,2023-06-30,2022-11-23,-1.2%,4936,2023
6328,-1.76,0.000,2.2700,335.00k,-1.32m,4,2022-06-30,2022-06-30,2022-08-24,-0.8%,4936,2022
6329,0.51,0.000,2.2800,254.00k,384.00k,3,2022-03-31,2022-06-30,2022-05-25,0.2%,4936,2022
6330,-4.70,0.000,2.2800,1.31m,-3.52m,2,2021-12-31,2022-06-30,2022-02-22,-2.1%,4936,2022
6331,2.86,0.000,2.3300,920.00k,2.15m,1,2021-09-30,2022-06-30,2021-11-24,1.2%,4936,2022
6332,-6.93,0.000,2.3000,495.00k,-5.20m,4,2021-06-30,2021-06-30,2021-08-25,-3.0%,4936,2021
6333,7.19,0.000,2.3700,638.00k,5.39m,3,2021-03-31,2021-06-30,2021-05-25,3.0%,4936,2021
6334,5.02,0.000,2.2900,2.78m,3.77m,2,2020-12-31,2021-06-30,2021-02-24,2.2%,4936,2021
6335,4.61,0.000,2.2400,964.00k,3.46m,1,2020-09-30,2021-06-30,2020-11-26,2.1%,4936,2021
6336,1.95,0.000,2.2000,,1.46m,4,2020-06-30,2020-06-30,2020-08-21,0.9%,4936,2020
6337,-4.38,0.000,2.1800,,-3.28m,3,2020-03-31,2020-06-30,2020-06-25,-2.0%,4936,2020
6338,0.52,0.000,2.2200,,393.00k,2,2019-12-31,2020-06-30,2020-02-21,0.2%,4936,2020
6339,-0.48,0.000,2.2200,,-363.00k,1,2019-09-30,2020-06-30,2019-11-28,-0.2%,4936,2020
6340,-1.55,0.000,2.2200,,-1.16m,4,2019-06-30,2019-06-30,2019-08-21,-0.7%,4936,2019
6341,1.57,0.000,2.2400,,1.17m,3,2019-03-31,2019-06-30,2019-05-30,0.7%,4936,2019
6342,-4.92,0.000,2.2200,,-3.69m,2,2018-12-31,2019-06-30,2019-02-21,-2.2%,4936,2019
6343,-2.40,10.000,2.3700,,-1.80m,1,2018-09-30,2019-06-30,2018-11-28,-1.0%,4936,2019
6344,-1.95,0.000,2.4000,,-1.46m,4,2018-06-30,2018-06-30,2018-08-28,-0.8%,4936,2018
6345,0.75,0.000,2.4200,,562.00k,3,2018-03-31,2018-06-30,2018-05-23,0.3%,4936,2018
6346,-1.76,0.000,2.4100,,-1.32m,2,2017-12-31,2018-06-30,2018-02-12,-0.7%,4936,2018
6347,-1.58,0.000,2.4300,,-1.19m,1,2017-09-30,2018-06-30,2017-11-22,-0.7%,4936,2018
6348,-1.83,0.000,1.8800,128.68m,-9.66m,1,2022-09-30,2023-06-30,2022-11-29,-1.0%,6181,2023
6349,10.96,0.000,1.9000,164.34m,57.90m,4,2022-06-30,2022-06-30,2022-08-30,5.8%,6181,2022
6350,1.78,0.000,1.7900,119.04m,9.42m,3,2022-03-31,2022-06-30,2022-05-31,1.0%,6181,2022
6351,1.18,0.000,1.7700,152.55m,6.23m,2,2021-12-31,2022-06-30,2022-02-28,0.7%,6181,2022
6352,0.14,0.000,1.7600,179.17m,761.00k,1,2021-09-30,2022-06-30,2021-11-30,0.1%,6181,2022
6353,-0.55,0.000,1.7500,240.77m,-2.88m,4,2021-06-30,2021-06-30,2021-10-05,-0.3%,6181,2021
6354,0.43,0.000,1.7600,289.38m,2.25m,3,2021-03-31,2021-06-30,2021-05-31,0.2%,6181,2021
6355,0.41,0.000,1.7600,216.99m,2.17m,2,2020-12-31,2021-06-30,2021-02-26,0.2%,6181,2021
6356,0.21,0.000,1.7500,259.07m,1.12m,1,2020-09-30,2021-06-30,2020-11-23,0.1%,6181,2021
6357,0.36,0.000,1.7700,693.44m,1.89m,4,2020-06-30,2020-06-30,2020-08-28,0.2%,6181,2020
6358,1.28,0.000,1.7600,301.63m,6.74m,3,2020-03-31,2020-06-30,2020-05-29,0.7%,6181,2020
6359,1.54,0.000,1.7500,701.87m,8.13m,2,2019-12-31,2020-06-30,2020-02-26,0.9%,6181,2020
6360,0.25,0.000,1.7500,115.92m,1.31m,1,2019-09-30,2020-06-30,2019-11-28,0.1%,6181,2020
6361,2.62,0.000,1.7500,392.88m,13.85m,4,2019-06-30,2019-06-30,2019-08-30,1.5%,6181,2019
6362,2.34,0.000,1.7400,193.89m,6.01m,3,2019-03-31,2019-06-30,2019-05-28,1.3%,6181,2019
6363,0.49,0.000,1.7300,252.93m,2.59m,2,2018-12-31,2019-06-30,2019-02-26,0.3%,6181,2019
6364,0.88,0.000,1.7500,157.94m,4.66m,1,2018-09-30,2019-06-30,2018-11-15,0.5%,6181,2019
6365,0.08,0.000,1.7300,274.56m,399.00k,4,2018-06-30,2018-06-30,2018-08-30,0.0%,6181,2018
6366,1.13,0.000,1.7300,177.60m,5.95m,3,2018-03-31,2018-06-30,2018-05-21,0.7%,6181,2018
6367,4.59,0.000,1.7200,241.50m,24.20m,2,2017-12-31,2018-06-30,2018-02-27,2.7%,6181,2018
6368,4.91,0.000,1.7000,125.12m,25.93m,1,2017-09-30,2018-06-30,2017-11-20,2.9%,6181,2018
6369,0.56,0.000,0.0640,36.54m,1.80m,2,2022-09-30,2022-09-30,2022-11-25,8.8%,03015,2022
6370,-0.17,0.000,0.0584,33.90m,-555.00k,1,2022-03-31,2022-09-30,2022-05-30,-2.9%,03015,2022
6371,0.20,0.000,0.0601,33.94m,633.00k,2,2021-09-30,2021-09-30,2021-11-29,3.3%,03015,2021
6372,0.23,0.250,0.0582,39.57m,740.00k,1,2021-03-31,2021-09-30,2021-05-31,4.0%,03015,2021
6373,-0.79,0.000,0.0582,34.57m,-2.53m,2,2020-09-30,2020-09-30,2020-11-30,-13.6%,03015,2020
6374,-0.30,0.000,0.0661,36.15m,-969.00k,1,2020-03-31,2020-09-30,2020-06-30,-4.5%,03015,2020
6375,-0.11,0.000,0.0692,38.63m,-337.00k,2,2019-09-30,2019-09-30,2019-11-28,-1.6%,03015,2019
6376,-0.06,0.630,0.0703,35.52m,-195.00k,1,2019-03-31,2019-09-30,2019-11-28,-0.9%,03015,2019
6377,0.85,0.000,0.0500,76.70m,2.71m,2,2018-09-30,2018-09-30,2018-12-07,17.0%,03015,2018
6378,11.20,0.000,4.3600,314.18m,23.83m,3,2022-09-30,2022-12-31,2022-11-23,2.6%,1058,2022
6379,0.23,0.000,4.3200,194.82m,493.00k,2,2022-06-30,2022-12-31,2022-08-22,0.1%,1058,2022
6380,0.52,0.000,4.4800,274.09m,1.09m,1,2022-03-31,2022-12-31,2022-05-31,0.1%,1058,2022
6381,8.98,7.000,4.5100,385.11m,19.06m,4,2021-12-31,2021-12-31,2022-02-25,2.0%,1058,2021
6382,9.82,0.000,4.4400,388.16m,20.72m,3,2021-09-30,2021-12-31,2021-11-29,2.2%,1058,2021
6383,10.10,0.000,4.4000,377.65m,20.89m,2,2021-06-30,2021-12-31,2021-08-23,2.3%,1058,2021
6384,12.70,0.000,4.4000,357.13m,26.30m,1,2021-03-31,2021-12-31,2021-05-28,2.9%,1058,2021
6385,11.31,7.000,4.3800,531.38m,23.41m,4,2020-12-31,2020-12-31,2021-02-23,2.6%,1058,2020
6386,3.27,0.000,4.2500,406.82m,6.67m,3,2020-09-30,2020-12-31,2020-11-25,0.8%,1058,2020
6387,-0.55,0.000,4.2100,421.79m,-1.10m,2,2020-06-30,2020-12-31,2020-08-19,-0.1%,1058,2020
6388,4.86,0.000,4.1300,20.38m,9.84m,1,2020-03-31,2020-12-31,2020-05-21,1.2%,1058,2020
6389,6.75,7.000,4.1400,446.48m,13.66m,4,2019-12-31,2019-12-31,2020-02-26,1.6%,1058,2019
6390,-3.90,0.000,4.1800,256.83m,-7.88m,3,2019-09-30,2019-12-31,2019-11-25,-0.9%,1058,2019
6391,6.36,0.000,4.1900,319.13m,12.87m,2,2019-06-30,2019-12-31,2019-08-21,1.5%,1058,2019
6392,3.70,0.000,4.1400,344.45m,7.48m,1,2019-03-31,2019-12-31,2019-05-24,0.9%,1058,2019
6393,3.40,7.000,4.0500,184.92m,6.89m,4,2018-12-31,2018-12-31,2019-02-27,0.8%,1058,2018
6394,1.95,0.000,4.0400,320.64m,3.94m,3,2018-09-30,2018-12-31,2018-11-21,0.5%,1058,2018
6395,4.05,0.000,3.9800,200.72m,8.20m,2,2018-06-30,2018-12-31,2018-08-20,1.0%,1058,2018
6396,3.57,0.000,4.0600,291.56m,7.22m,1,2018-03-31,2018-12-31,2018-05-28,0.9%,1058,2018
6397,0.45,2.000,0.2100,47.79m,4.76m,3,2022-09-30,2022-12-31,2022-11-16,2.1%,3514,2022
6398,0.54,0.000,0.2300,44.25m,5.67m,2,2022-06-30,2022-12-31,2022-08-19,2.3%,3514,2022
6399,0.42,0.000,0.2200,42.72m,4.41m,1,2022-03-31,2022-12-31,2022-05-20,1.9%,3514,2022
6400,0.49,0.000,0.2200,46.93m,5.15m,4,2021-12-31,2021-12-31,2022-02-23,2.2%,3514,2021
6401,0.39,0.000,0.2200,34.71m,4.07m,3,2021-09-30,2021-12-31,2021-11-17,1.8%,3514,2021
6402,0.39,0.000,0.2100,35.32m,4.32m,2,2021-06-30,2021-12-31,2021-08-27,1.9%,3514,2021
6403,0.39,0.000,0.2100,39.74m,4.10m,1,2021-03-31,2021-12-31,2021-05-20,1.9%,3514,2021
6404,0.47,0.000,0.2000,48.50m,4.92m,4,2020-12-31,2020-12-31,2021-02-24,2.4%,3514,2020
6405,0.42,0.000,0.2000,44.33m,4.46m,3,2020-09-30,2020-12-31,2020-11-18,2.1%,3514,2020
6406,0.23,0.000,0.2000,25.88m,2.48m,2,2020-06-30,2020-12-31,2020-08-17,1.2%,3514,2020
6407,0.24,0.000,0.1900,30.48m,2.49m,1,2020-03-31,2020-12-31,2020-06-22,1.3%,3514,2020
6408,0.47,0.300,0.1900,43.33m,4.92m,4,2019-12-31,2019-12-31,2020-02-26,2.5%,3514,2019
6409,0.36,0.000,0.1900,38.45m,3.85m,3,2019-09-30,2019-12-31,2019-11-20,1.9%,3514,2019
6410,0.34,0.000,0.1900,32.41m,3.11m,2,2019-06-30,2019-12-31,2019-08-21,1.8%,3514,2019
6411,0.34,0.000,0.1800,35.39m,3.62m,1,2019-03-31,2019-12-31,2019-05-27,1.9%,3514,2019
6412,0.33,0.300,0.1800,39.25m,3.48m,4,2018-12-31,2018-12-31,2019-02-19,1.8%,3514,2018
6413,0.34,0.000,0.1800,38.25m,3.61m,3,2018-09-30,2018-12-31,2018-11-21,1.9%,3514,2018
6414,0.33,0.000,0.1800,30.97m,3.47m,2,2018-06-30,2018-12-31,2018-08-17,1.8%,3514,2018
6415,0.34,0.000,0.1800,41.87m,3.55m,1,2018-03-31,2018-12-31,2018-05-18,1.9%,3514,2018
6416,11.35,6.000,2.5200,43.46m,6.20m,3,2022-09-30,2022-12-31,2022-11-25,4.5%,7029,2022
6417,7.78,0.000,2.4500,38.83m,4.25m,2,2022-06-30,2022-12-31,2022-08-19,3.2%,7029,2022
6418,8.40,4.000,2.4000,36.89m,4.59m,1,2022-03-31,2022-12-31,2022-05-26,3.5%,7029,2022
6419,5.85,0.000,2.3100,41.55m,3.20m,4,2021-12-31,2021-12-31,2022-02-25,2.5%,7029,2021
6420,6.78,2.000,2.2800,38.93m,3.70m,3,2021-09-30,2021-12-31,2021-11-19,3.0%,7029,2021
6421,7.87,0.000,2.2000,38.29m,4.30m,2,2021-06-30,2021-12-31,2021-08-20,3.6%,7029,2021
6422,5.97,2.000,2.1500,35.21m,3.26m,1,2021-03-31,2021-12-31,2021-05-27,2.8%,7029,2021
6423,7.41,2.000,2.0800,34.19m,4.05m,4,2020-12-31,2020-12-31,2021-03-11,3.6%,7029,2020
6424,4.53,0.000,2.0300,33.58m,2.47m,3,2020-09-30,2020-12-31,2020-11-20,2.2%,7029,2020
6425,3.14,4.000,1.9900,33.44m,1.71m,2,2020-06-30,2020-12-31,2020-08-21,1.6%,7029,2020
6426,5.57,0.000,2.0000,40.66m,3.04m,1,2020-03-31,2020-12-31,2020-05-27,2.8%,7029,2020
6427,5.73,0.000,1.9400,51.04m,3.13m,4,2019-12-31,2019-12-31,2020-02-28,3.0%,7029,2019
6428,10.96,0.000,1.8800,55.48m,5.99m,3,2019-09-30,2019-12-31,2019-11-22,5.8%,7029,2019
6429,6.37,2.000,1.7700,50.56m,3.48m,2,2019-06-30,2019-12-31,2019-08-23,3.6%,7029,2019
6430,5.67,0.000,1.7300,47.52m,3.10m,1,2019-03-31,2019-12-31,2019-05-24,3.3%,7029,2019
6431,3.31,0.000,1.6700,41.81m,1.81m,4,2018-12-31,2018-12-31,2019-02-27,2.0%,7029,2018
6432,2.30,0.000,1.4400,37.13m,1.26m,3,2018-09-30,2018-12-31,2018-11-23,1.6%,7029,2018
6433,2.35,1.500,1.4200,32.80m,1.28m,2,2018-06-30,2018-12-31,2018-08-24,1.7%,7029,2018
6434,2.57,0.000,1.4100,33.85m,1.41m,1,2018-03-31,2018-12-31,2018-05-14,1.8%,7029,2018
6435,0.09,0.000,0.1100,4.73m,2.13m,1,2022-09-30,2023-06-30,2022-11-22,0.8%,0189,2023
6436,0.04,0.220,0.1100,5.47m,826.00k,4,2022-06-30,2022-06-30,2022-08-25,0.4%,0189,2022
6437,0.07,0.000,0.1000,4.23m,1.60m,3,2022-03-31,2022-06-30,2022-05-31,0.7%,0189,2022
6438,0.08,0.000,0.1100,4.46m,1.84m,2,2021-12-31,2022-06-30,2022-02-17,0.7%,0189,2022
6439,0.07,0.000,0.1100,3.47m,1.43m,1,2021-09-30,2022-06-30,2021-11-23,0.6%,0189,2022
6440,0.02,0.200,0.1000,4.24m,434.00k,4,2021-06-30,2021-06-30,2021-08-24,0.2%,0189,2021
6441,0.07,0.000,0.1000,3.13m,1.30m,3,2021-03-31,2021-06-30,2021-05-25,0.7%,0189,2021
6442,0.06,0.000,0.1000,3.27m,1.07m,2,2020-12-31,2021-06-30,2021-02-24,0.6%,0189,2021
6443,0.07,0.000,0.1000,3.05m,1.30m,1,2020-09-30,2021-06-30,2020-11-23,0.7%,0189,2021
6444,0.01,0.150,0.1000,2.88m,248.00k,4,2020-06-30,2020-06-30,2020-08-27,0.1%,0189,2020
6445,0.04,0.000,0.1000,2.41m,708.00k,3,2020-03-31,2020-06-30,2020-05-21,0.4%,0189,2020
6446,0.02,0.000,0.1000,2.25m,375.00k,2,2019-12-31,2020-06-30,2020-02-26,0.2%,0189,2020
6447,0.01,0.000,0.1000,2.08m,263.00k,1,2019-09-30,2020-06-30,2019-11-26,0.1%,0189,2020
6448,0.00,0.150,0.1000,2.30m,66.00k,4,2019-06-30,2019-06-30,2019-08-28,0.0%,0189,2019
6449,0.03,0.000,0.1000,2.70m,586.00k,3,2019-03-31,2019-06-30,2019-05-21,0.3%,0189,2019
6450,0.03,0.000,0.1000,2.55m,598.00k,2,2018-12-31,2019-06-30,2019-01-29,0.3%,0189,2019
